"ID","time","title","summary","link","source","StoryID"
23,1488285540,"tunisia terror families to sue travel firm","the family of a briton killed in the tunisian beach attack have said they feel robbed of a future","http://news.sky.com/story/tunisia-beach-attack-victims-family-want-justice-10785094","SkyNewsUK",335
24,1488296737,"families of tunisia terrorism victims devastated after tour operator cleared of neglect","the coroner at the inquest into the deaths of number british tourists at the hands of an islamic extremist in tunisia in number has cleared holiday firm tui of neglect read full article at","https://www.rt.com/uk/378917-terrorism-beach-tunisia-inquiry/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",335
25,1488304079,"tunisia families to sue travel company","coroner rejects neglect finding against travel firm as he rules gunman unlawfully killed number britons","http://www.bbc.co.uk/news/uk-39109107","BBCNewsUK",335
26,1488284336,"tunisia attack survivor reacts to coroners conclusion","olivia who was staying at the hotel in responds to the coroners conclusion","http://www.bbc.co.uk/news/uk-39112614","BBCNewsUK",335
27,1488290385,"families of tunisia beach attack victims to sue travel company","families can not rest or move on as coroner finds number britons were unlawfully killed but rejects argument neglected families of the british victims of a terror attack at a beach in tunisia have been left unable to rest or move on they said on tuesday as they vowed to sue the tour operator they hold responsible for their at the end of the seven week inquest into the number mass shooting at the imperial hotel in the relatives of number of the victims accused holidays owner tui of putting safety before a sale after the coroner ruled that their relatives were unlawfully killed but said he could not rule that neglect by the tour operator played a part continue reading","https://www.theguardian.com/world/2017/feb/28/tunisia-sousse-beach-attack-victims-were-unlawfully-killed-coroner-rules","GuardianUK",335
28,1488307620,"may set for defeat in the house of lords over eu citizens rights","the government is accused of using eu citizens as bargaining chips","http://www.independent.co.uk/news/uk/politics/brexit-latest-eu-citizens-rights-theresa-may-amber-rudd-house-of-lords-a7604566.html","IndependentUK",336
29,1488201290,"may adviser regrets saying benefits should only go to really disabled people","tory policy chief george freeman says he hugely regrets remarks suggesting funds should not go to people with freeman the chair of the prime ministers policy board has expressed regret after defending government changes to benefits rules by saying funding should go to the really department for work and pensions announced last week that it was tightening benefits rules in response to two tribunal rulings including one that found people with extreme anxiety who struggle to leave the house should be given the same status as for example the partially sighted continue reading","https://www.theguardian.com/politics/2017/feb/27/may-adviser-george-freeman-regrets-benefits-disabled-people-anxiety","GuardianUK",337
30,1488197820,"may adviser regrets saying benefits should only go to really disabled people and not people with anxiety","conservative mp george freeman said he had not meant to cause offence","http://www.independent.co.uk/news/uk/politics/theresa-may-adviser-disability-benefits-mental-health-comments-george-freeman-a7601751.html","IndependentUK",337
31,1488197820,"tory aide defends welfare cuts for less disabled people","a key aide to uk prime minister may has been branded insulting and nasty after suggesting during a radio interview that certain disabilities are more worthy of public funds than others read full article at","https://www.rt.com/uk/378741-tory-cut-disabled-benefits/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",337
32,1488206520,"soft coup against jeremy corbyn is already underway shadow chancellor","shadow chancellor john claimed this week that members of his own party are in cahoots with the media in a renewed attempt at bringing down the labour leader read full article at","https://www.rt.com/uk/378766-soft-coup-labour-corbyn/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",338
33,1488195499,"john says soft coup launched against corbyn","shadow chancellor john says plotters are using dark arts to labours leader","http://www.bbc.co.uk/news/uk-politics-39102703","BBCNewsUK",338
34,1488190020,"soft coup to oust jeremy corbyn is underway john warns","ally of leader cites elements within labour party and the press","http://www.independent.co.uk/news/uk/politics/labour-coup-soft-jeremy-corbyn-john-mcdonnell-copeland-by-election-results-brexit-a7601466.html","IndependentUK",338
35,1488291857,"johnson hits out at brexit moaning droning after blair major doom mongering","uk foreign secretary johnson has hit out at those projecting brexit doom and gloom in a speech seen as a rebuke of former prime minister sir john major read full article at","https://www.rt.com/uk/378905-boris-brexit-major-blair/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",339
36,1488294256,"come off it sunshine johnson hits back at john major","foreign secretary attacks prognostications of gloom and opponents of brexit who claim the sky is about to fall in johnson had said he is fed up with people droning and moaning about the risks of brexit saying that he felt like telling those raising concerns such as sir john major to come off it foreign secretary did not name the former prime minister but made clear in a speech to the british chambers of commerce that major was among those who had been warning that the sky was about to fall in continue reading","https://www.theguardian.com/politics/2017/feb/28/come-off-it-sunshine-boris-johnson-hits-back-at-john-major","GuardianUK",339
37,1488182930,"farage posts picture of dinner with the donald","london british anti eu campaigner nigel farage posted a picture of him having dinner with the donald on twitter the latest meeting between us president donald trump and the critic of prime minister may","http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/WmiF5aoklKQ/uk-usa-trump-britain-farage-idUKKBN1650G2","ReutersUK",340
38,1488114420,"dinner with the donald farage boasts of up to us president despite getting no invitation","former ukip leader nigel farage dined with president donald trump at his washington hotel on saturday although the is not thought to have been invited to the meal read full article at","https://www.rt.com/uk/378653-farage-dinner-trump/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",340
39,1488280080,"nigel farage wants only mp kicked out of party for sabotaging his knighthood","ex ukip leader nigel farage has called for the only mp to be sacked over claims he is trying to divide the kippers in every imaginable way read full article at","https://www.rt.com/uk/378874-farage-ukip-carswell-banks/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",341
40,1488301527,"ukip in open civil war as nigel farage calls for douglas to be thrown out after knighthood row","ukip was in a state of open civil war on monday night after nigel farage publicly warned that the party will collapse unless its douglas is thrown out mr former uk independence party leader had sought to split and divide every way imaginable since defecting from the conservatives to ukip in number the two men have been at odds for years over the policies but their antipathy came to a claims that mr frustrated mr chances of being awarded a knighthood","https://uk.news.yahoo.com/ukip-open-civil-war-nigel-213000720.html","YahooUK",341
41,1488314640,"manchester airport fire in tunnel closes runway","some delays expected","http://www.independent.co.uk/news/uk/home-news/manchester-airport-fire-runway-closed-tunnel-car-delays-flights-service-latest-a7604706.html","IndependentUK",342
42,1488319930,"manchester airport car tunnel fire closes runway","normal runway services have resumed after the blaze caused some flights to be delayed or diverted","http://www.bbc.co.uk/news/uk-england-manchester-39122961","BBCNewsUK",342
43,1488320182,"delays at manchester airport after van blazes in tunnel under runway","seven flights diverted to other airports and many scheduled departures and arrivals of the two runways at manchester airport was closed on tuesday evening after a van caught fire in a road tunnel under the landing were moved to the airports second runway to escape the smoke causing delays and diversions a manchester airport spokeswoman said seven flights had been diverted and there were delays for the majority of flights continue reading","https://www.theguardian.com/world/2017/feb/28/delays-at-manchester-airport-after-van-blaze-in-tunnel-under-runway","GuardianUK",342
44,1488300600,"most european doctors considering leaving uk due to brexit reveals","exclusive general medical council warns that the departure of so many trained doctors would have a serious impact on patient care","http://www.independent.co.uk/news/uk/politics/european-brexit-doctors-uk-gmc-survey-nhs-hospitals-leaving-considering-eu-latest-a7604121.html","IndependentUK",343
45,1488307892,"poll shows number of european doctors are considering leaving uk","general medical council tells that survey found brexit was a factor for majority of doctors thinking of than half of the doctors from europe working in the uk are considering leaving the country because of brexit a survey by the general medical council indicates related thousands of doctors trained in europe may quit uk after brexit continue reading","https://www.theguardian.com/society/2017/feb/28/gmc-poll-suggests-half-of-european-doctors-are-considering-quitting-uk","GuardianUK",343
46,1488306758,"scottish leader says hard brexit stance raises chance of new independence vote","london the sheer intransigence of the british government over brexit could lead to a second scottish independence referendum the head of the devolved scottish government said on tuesday","http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/-t8lE4O9qDY/uk-britain-eu-scotland-idUKKBN1670N7","ReutersUK",344
47,1488308895,"sturgeon new vote on independence likely if scots get no eu deal","first minister says referendum rerun will be legitimate almost necessary unless special deal is made before article number sturgeon has said a second independence referendum will become a legitimate almost necessary step unless scotland secures a special relationship with the european union before article number is first minister used a speech in edinburgh to accuse mays government of putting the settlement that established the scottish parliament under grave threat by rejecting sturgeons calls for a special deal continue reading","https://www.theguardian.com/uk-news/2017/feb/28/second-independence-referendum-likely-if-scots-get-no-brexit-deal","GuardianUK",344
48,1488292440,"green pays pound number towards pension scheme","sir philip green has paid pound number to settle the pension schemes of collapsed retailer eight months after he pledged to sort the issue","http://news.sky.com/story/philip-green-pays-163363m-towards-bhs-pension-scheme-10785232","SkyNewsUK",345
49,1488317340,"sir philip green pays pound number towards pension scheme","sir philip green has paid pound number to settle the pension schemes of collapsed retailer eight months after he pledged to sort the issue i have today made a voluntary contribution of up to pound number to enable the trustees of the pension schemes to achieve a significantly better outcome than the schemes entering the pension protection fund which was the goal from the outset he said in a statement the billionaire said the settlement meant that all legal matters and claims from the pensions regulator had now been withdrawn","https://uk.news.yahoo.com/philip-green-pays-363m-towards-bhs-pension-scheme-143900018.html","YahooUK",345
50,1488298952,"philip green pays pound number million to settle pensions of former staff after collapse","sir philip green has paid pound number million to settle the pension schemes of collapsed high street retailer legal action to force him to pay out sir philip used to own the chain before it collapsed leaving number people unemployed the pound number million hole in its pension pot for number current and future pensioners was one of the main reasons it failed to find a buyer going into administration led to a high profile investigation by which concluded sir behaved like napoleon and plundered and raked from the retailer there were calls for sir philip to be stripped of his knighthood over collapse sir philip initially offered pound number million to the pension scheme the reported in november the pensions regulator started its legal action against him last year which has now been halted after this deal the body said its deal with sir a welcome level of certainty to those whose retirements relied on money from the fund the regulator said it was continuing enforcement action against who owned when it went into administration sir philip said i have today made a voluntary contribution of up to pound number to enable the trustees of the pension schemes to achieve a significantly better outcome than the schemes entering the pension protection fund which was the goal from the outset the settlement follows lengthy complex discussions with the pensions regulator and the both of which are satisfied with the solution that has been offered to achieve a significantly better outcome than entering the the contribution required to achieve this long term solution was arrived at by the actuaries for both the regulator and the trustees all relevant notices including legal matters and claims from the regulator have been withdrawn bringing this matter to a conclusion nicola parish the regulators executive director of front line regulation said we are confident that the agreement we have reached with sir philip represents a good outcome for current and future pensioners and as such our regulatory action will now cease in reaching such a decision we have to balance the outcome of any settlement against what we might achieve by pursuing anti avoidance action the risk of a prolonged period of legal challenge in the courts and the delay and uncertainty that would bring to members the regulators chief executive said throughout our discussions with sir philip and his team we have always been clear that we were determined to achieve the right outcome for members of the schemes both in terms of the amount and the structure of the settlement function e undefined track e function if player if object commercial video a o commercial and category if a video package c sponsorship number commercial video package a c i player else t function t number number this feed and its contents are the property of the post uk and use is subject to our terms it may be used for personal consumption but may not be distributed on a","http://www.huffingtonpost.co.uk/2017/02/28/sir-philip-green-bhs-pensions_n_15062430.html?utm_hp_ref=uk&ir=UK","HuffPostUK",345
51,1488308389,"greens pension hole plug greeted with faint praise","tycoons pound number injection into insolvent fund seen as important step towards justice","http://www.ft.com/cms/s/0/06ec9838-fddd-11e6-96f8-3700c5664d30.html?ftcamp=published_links%2Frss%2Fhome_uk%2Ffeed%2F%2Fproduct","FTUK",345
52,1488300617,"sir philip green strikes pension deal with regulator","former owner sir philip green agrees a pound number cash settlement with the pensions regulator","http://www.bbc.co.uk/news/business-39118566","BBCNewsUK",345
53,1488307062,"philip green agrees to pay pound number into pension fund","retail tycoon says deal is part of a cash settlement with pension regulator which has now halted its enforcement action sir philip green has agreed to hand over pound number in cash to rescue the pension scheme and settle one of the biggest city rows of recent deal with the pensions regulator which is likely to help the billionaire keep his knighthood follows the controversial collapse of the department store chain last april which led to the loss of number jobs and left a pension deficit assessed at pound number continue reading","https://www.theguardian.com/business/2017/feb/28/philip-green-agrees-pay-363m-bhs-pension-fund","GuardianUK",345
54,1488316334,"as philip green is shamed into paying out on pensions its time to get claws out for","he must be left in no doubt that if pensioners are short changed his prized knighthood will again be under threat","http://www.mirror.co.uk/news/uk-news/philip-green-shamed-paying-out-9937608","MirrorUK",345
55,1488302637,"number animals die at british zoo that left a monkey to rot behind a radiator","south lakes safari zoo in north west england has been found responsible for the deaths of number animals in its care some of which perished from avoidable causes including emaciation and hypothermia read full article at","https://www.rt.com/uk/378934-animals-die-zoo-england/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",346
56,1488321608,"number animals dead in just four years report reveals horror at south lakes safari zoo where tiger mauled keeper to death","almost number animals have died or been put down in four years at a zoo where a keeper was mauled to death by a tiger a damning report reveals the toll at south lakes safari zoo includes a jaguar that chewed off one of its paws a rhino that was crushed to death and two","https://www.thesun.co.uk/news/2979045/500-animals-dead-in-just-four-years-report-reveals-horror-at-south-lakes-safari-zoo-where-tiger-mauled-keeper-to-death/","SunUK",346
57,1488291606,"south lakes safari zoo report shows hundreds of animal deaths","inspectors found a number of problems at south lakes safari zoo where a keeper was killed in number","http://www.bbc.co.uk/news/uk-england-cumbria-39116282","BBCNewsUK",346
58,1488304989,"calls for zoo to be shut after number animals die in four years","south lakes safari zoo whose licence is up for renewal had a death rate of number of its inhabitants between number and number have called for the owner of a zoo to face prosecution after the revelation that nearly number animals in its care had died in less than four years a damning report into conditions at south lakes safari zoo in which is home to more than number animals found that number inhabitants had died of causes including emaciation and hypothermia between december number and september number continue reading","https://www.theguardian.com/world/2017/feb/28/calls-for-cumbrian-zoo-to-be-shut-after-nearly-500-animals-die-in-four-years","GuardianUK",346
59,1488313327,"almost number animals have died at zoo where keeper was mauled to death by a tiger","they include padang the number year old sumatran tiger which mauled sarah to death at the south lakes safari park","http://www.mirror.co.uk/news/uk-news/500-animals-died-zoo-keeper-9937274","MirrorUK",346
60,1488209664,"laser attacks on aircraft increase number","pilot reports of laser attacks on aircraft landing or taking off at busiest airport rose by a quarter to number in number attacks on aircraft using airport rose by a quarter last year figures taking off or landing at the west london hub suffered number incidents in number this is up from number during the previous year and was more than any other uk airport according to aviation regulator the civil aviation authority continue reading","https://www.theguardian.com/world/2017/feb/27/laser-attacks-heathrow-aircraft","GuardianUK",347
61,1488216630,"number of laser attacks on aircraft dangerously high as fears of serious incident mount","data published by the civil aviation authority shows laser attacks on aircraft totalled number reports in number an average of three a day","http://www.mirror.co.uk/news/uk-news/number-laser-attacks-aircraft-dangerously-9928349","MirrorUK",347
62,1488205686,"storm doris man dies three days after car was struck by tree","man who was in his eighties was passenger in car struck by falling tree near church in shropshire on man in his number has died in hospital three days after his car was struck by a falling tree during storm doris police man was the front seat passenger of a ford focus being driven near church in shropshire his wife who was in the back of the car was unhurt continue reading","https://www.theguardian.com/uk-news/2017/feb/27/storm-doris-man-dies-three-days-after-car-was-struck-by-tree","GuardianUK",348
63,1488198720,"storm doris man dies after his car is hit by a tree in shropshire","police are appealing for witnesses to the incident last thursday","http://www.independent.co.uk/news/uk/storm-doris-death-tree-car-shropshire-man-west-mercia-police-a7601781.html","IndependentUK",348
64,1488200100,"storm doris man dies after tree fell on car","a pensioner in a car crushed by a tree blown over when storm doris struck has died in hospital","http://news.sky.com/story/storm-doris-pensioner-dies-three-days-after-tree-fell-on-car-10784062","SkyNewsUK",348
65,1488143880,"welsh rugby star number killed in car crash","the family of a welsh rugby international who was killed in a car crash have paid tribute to her saying she was loved and valued by many","http://news.sky.com/story/welsh-rugby-star-elli-norkett-20-killed-in-car-crash-10783515","SkyNewsUK",349
66,1488138660,"top female rugby player number killed in car crash after watching six nations","the number year old was driving a toyota which was involved in a collision with a insignia on the number inter valley road between and a number year old woman driving the and a number year old girl who was a passenger were taken to hospital with non life threatening injuries was a kind hearted and caring number year old final year student at met university studying sport development they said","https://uk.news.yahoo.com/top-female-rugby-player-20-195100647.html","YahooUK",349
67,1488318431,"seven million brits have no close friends and one in five feel lonely all the time research reveals","one in eight adults seven million people do not have a close friend a study found researchers said the number with no best mates has soared from one in ten the previous year they also found one in five adults felt lonely often or all of the time the most common number of","https://www.thesun.co.uk/news/2978968/seven-million-brits-have-no-close-friends-and-one-in-five-feel-lonely-all-the-time-research-reveals/","SunUK",350
68,1488326460,"lonely britain seven million brits do not have close friends to spend time with","seven million britons do not have a close friend to confide in or spend time with as the number of people feeling lonely rises warns a new report","http://feedproxy.google.com/~r/daily-express-uk-news/~3/tPrJj2klYxY/lonely-brits-seven-million-no-close-friends-confide-spend-time-adults-social-care","DailyExpressUK",350
69,1488326460,"loneliness on the rise as one in eight people have no close friends to turn to","loneliness is on the rise with more than one in eight adults saying they do not have a close friend an increase on previous years according to research","http://feedproxy.google.com/~r/daily-express-uk-news/~3/EiOv97rAEjo/One-in-eight-people-faced-with-loneliness","DailyExpressUK",350
70,1488326400,"one in eight of us dont have any close friends and one in six admit they never felt loved","number of number to number year olds saying they were lonely at least some of the time compared to number for over number","http://www.mirror.co.uk/news/uk-news/one-eight-dont-any-close-9937652","MirrorUK",350
71,1488195480,"child migrant tells abuse inquiry name villains","a former child migrant who broke down giving evidence to the independent inquiry into child sexual abuse has called for the villains to be named","http://news.sky.com/story/children-forced-to-leave-uk-under-migrant-scheme-suffered-widespread-sex-abuse-10783953","SkyNewsUK",351
72,1488215700,"many never recover former child migrant breaks down during sex abuse inquiry","a former child migrant broke down as he recalled the endemic problem of sexual abuse during an inquiry into a long running programme that saw thousands of british children sent to former colonies","http://feedproxy.google.com/~r/daily-express-uk-news/~3/cLPfnpJoA00/former-child-migrant-breaks-down-historical-sex-abuse-inquiry","DailyExpressUK",351
73,1488290585,"a look inside new pound number super prison","the first prisoners will be moved to in on tuesday one of the biggest jails in europe","http://www.bbc.co.uk/news/uk-wales-39119243","BBCNewsUK",352
74,1488216640,"what is the super prison is open how many inmates can it hold and how much did it cost heres all you need to know","largest prison in wales with the goal of relieving overcrowded jails the enormous nick rehabilitate lags who will have rooms rather than cells so they do not reoffend what is the super prison and is it open hm prison is a category c jail in which is to","https://www.thesun.co.uk/news/2949296/wrexham-super-prison-hmp-berwyn/","SunUK",352
75,1488291310,"pro palestinian students cry censorship over israel apartheid week","pro palestinian student activists claim freedom of speech at universities is under threat after they were banned from championing palestinian human rights on campus read full article at","https://www.rt.com/uk/378903-palestine-censorship-university-israel/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",353
76,1488217352,"universities spark free speech row after halting pro palestinian events","and central lancashire universities accused of censoring students by cancelling israel apartheid week plans universities have been accused of undermining freedom of speech on campus after cancelling events organised by students as part of an annual pro palestinian event called israel apartheid week related university wrong to ban israeli apartheid week event letter from number academics continue reading","https://www.theguardian.com/world/2017/feb/27/universities-free-speech-row-halting-pro-palestinian-events","GuardianUK",353
77,1488300840,"faces jack monroe lawsuit after allegedly accusing of supporting memorial vandalism","hearing originates from a series of tweets exchanged between the pair after a london war memorial was with the words fuck tory scum during an anti austerity demonstration","http://www.independent.co.uk/news/uk/home-news/katie-hopkins-jack-monroe-lawsuit-second-world-war-a7604296.html","IndependentUK",354
