	time	title	summary	link	source
32	1488290385	families of tunisia beach attack victims to sue travel company	families can not rest or move on as coroner finds number britons were unlawfully killed but rejects argument neglected families of the british victims of a terror attack at a beach in tunisia have been left unable to rest or move on they said on tuesday as they vowed to sue the tour operator they hold responsible for their at the end of the seven week inquest into the number mass shooting at the imperial hotel in the relatives of number of the victims accused holidays owner tui of putting safety before a sale after the coroner ruled that their relatives were unlawfully killed but said he could not rule that neglect by the tour operator played a part continue reading	https://www.theguardian.com/world/2017/feb/28/tunisia-sousse-beach-attack-victims-were-unlawfully-killed-coroner-rules	GuardianUK
33	1488304989	calls for zoo to be shut after number animals die in four years	south lakes safari zoo whose licence is up for renewal had a death rate of number of its inhabitants between number and number have called for the owner of a zoo to face prosecution after the revelation that nearly number animals in its care had died in less than four years a damning report into conditions at south lakes safari zoo in which is home to more than number animals found that number inhabitants had died of causes including emaciation and hypothermia between december number and september number continue reading	https://www.theguardian.com/world/2017/feb/28/calls-for-cumbrian-zoo-to-be-shut-after-nearly-500-animals-die-in-four-years	GuardianUK
34	1488301590	corbyn partly to blame for copeland defeat says keir	shadow brexit secretary says labour has no prospect of winning next general election unless it changes leadership of the labour party was partly to blame for the loss of the copeland and the party has no prospect of winning the number general election unless it changes its approach the shadow brexit told journalists he was not convinced by the reasons given by some in the shadow cabinet for losing the copeland which included bad weather and recent media appearances by peter continue reading	https://www.theguardian.com/politics/2017/feb/28/corbyn-partly-to-blame-for-copeland-byelection-defeat-says-keir-starmer	GuardianUK
35	1488297888	woman who linked racism with scottish nationalism quits twitter over safety fears	claire a black scottish student who wrote article supporting sadiq khan believes critics were trying to discover where she black feminist researcher who was abused for criticising scottish nationalism has deleted her twitter account because she feared for her physical a scottish student at stirling university said she believed her often abusive opponents were trying to discover where she lived by searching and sharing tweets from her account continue reading	https://www.theguardian.com/uk-news/2017/feb/28/woman-who-linked-racism-with-scottish-nationalism-sadiq-khan-quits-twitter-over-safety-fears	GuardianUK
36	1488301822	authors angry after susan hill accuses bookshop of anti trump censorship	the novelist pulled out of an event at the book hive in because of its giveaway of books promoting resistance prompting consternation from her including harris patrick ness and sarah perry have leaped to the defence of a bookseller after susan hill launched an extraordinary attack on it for opposing us president donald an article in the spectator the woman in black writer said she had cancelled an event to promote her latest novel from the heart after discovering the shop would be giving away copies of novels by writers opposed to trumps politics including george nineteen eighty four and margaret the handmaids tale continue reading	https://www.theguardian.com/books/2017/feb/28/authors-angry-after-susan-hill-accuses-bookshop-of-anti-trump-censorship	GuardianUK
37	1488302559	rail staff at and northern to strike	calls for number hour walkout on number march with southern included after number of votes on train crew roles back over guards on trains are to start on northern and in march as the dispute that has wreaked havoc on southern services spreads to other parts of rail network strike ballots from union members working for and northern rail north showed more than number of votes backing strike action ahead of moves to change the roles of onboard train crew conductors on southern have been on strike repeatedly since last april continue reading	https://www.theguardian.com/uk-news/2017/feb/28/southern-merseyside-and-northern-rail-staff-to-strike-in-march	GuardianUK
38	1488304555	southern rail chief we arent doing anything wrong	networks boss blames strikes for problems faced by commuters as union calls for more walkouts in march the company running the southern rail network has defended its performance on the stricken route saying it is fulfilling its contract even as it announced a double digit slump in profits the boss of go ahead group which controls southerns operator railway said the company had acted in the interests of customers although passengers have suffered awful commutes continue reading	https://www.theguardian.com/business/2017/feb/28/southern-rail-go-ahead-strikes-rmt-union-march	GuardianUK
39	1488313003	sky bid could soon face uk investigation	culture secretary expected to refer takeover to after number century fox formally notifies eu competition number century fox is expected to formally notify the european competition regulator of its pound number takeover offer for sky later this week after which the uk culture secretary will have to decide whether to launch an investigation into the extent of control of uk the point the european commission makes bid notification public karen will have number working days to decide whether to issue a public interest intervention notice or continue reading	https://www.theguardian.com/business/2017/feb/28/murdoch-sky-bid-uk-takeover-ofcom-21st-century-fox-eu	GuardianUK
40	1488326790	top state schools are preserve of the rich social mobility charity warns	over number of top performing state schools take in fewer disadvantaged pupils than they should for their catchment area with faith schools called out for being the most socially selective	http://www.independent.co.uk/news/education/education-news/top-state-schools-preserve-rich-sutton-trust-education-charity-gcse-school-places-national-offer-day-a7604176.html	IndependentUK
41	1488323940	cancer surgeon accused of after carrying out completely unnecessary breast operations to earn extra money	his alleged victims include a number year old woman who was left devastated when told unnecessary operations had profoundly affected her ability to	http://www.independent.co.uk/news/uk/crime/surgeon-breast-cancer-ian-paterson-completely-unnecessary-operation-nottingham-crown-court-a7604766.html	IndependentUK
42	1488319200	housing crisis will continue under current government policies top civil servant in charge of housing says	is the permanent secretary at the department for communities and local government	http://www.independent.co.uk/news/uk/politics/housing-white-paper-shortage-crisis-homes-dclg-communities-melanie-dawes-a7602616.html	IndependentUK
43	1488317760	only mp douglas holds secret talks on defecting to tories amid ongoing row with nigel farage	major ukip donor banks has threatened to stand against mr in the number general election	http://www.independent.co.uk/news/uk/politics/douglas-carswell-ukip-mp-nigel-farage-step-down-knighthood-peerage-a7604736.html	IndependentUK
44	1488317116	leaked appear to show mays close adviser linked to election campaign being investigated by police	the conservatives have previously said mr timothy was assisting the national campaign	http://www.independent.co.uk/news/uk/politics/nick-timothy-theresa-may-thanet-investigation-craig-mackinlay-s-a7604651.html	IndependentUK
45	1488314640	manchester airport fire in tunnel closes runway	some delays expected	http://www.independent.co.uk/news/uk/home-news/manchester-airport-fire-runway-closed-tunnel-car-delays-flights-service-latest-a7604706.html	IndependentUK
46	1488313260	keir confirms labour will vote for move to get parliament final say on mays brexit deal	sir keir said labour will pick up the baton if lords approve the change	http://www.independent.co.uk/news/uk/politics/brexit-latest-keir-starmer-theresa-may-article-50-house-of-lords-commons-meaningful-vote-a7604681.html	IndependentUK
47	1488311040	brexit uk economy sleepwalking into a disaster without regional immigration policy	different regions must have powers to determine their own skills needs after the uk leaves the eu experts tell the lords	http://www.independent.co.uk/news/business/news/uk-economy-sleepwalking-into-a-disaster-unless-we-adopt-a-regional-immigration-policy-a7604631.html	IndependentUK
48	1488307620	may set for defeat in the house of lords over eu citizens rights	the government is accused of using eu citizens as bargaining chips	http://www.independent.co.uk/news/uk/politics/brexit-latest-eu-citizens-rights-theresa-may-amber-rudd-house-of-lords-a7604566.html	IndependentUK
49	1488302515	labour has no prospect of winning the next election says senior shadow cabinet minister	sir keir is shadow brexit secretary	http://www.independent.co.uk/news/uk/politics/keir-starmer-jeremy-corbyn-leadership-election-challenge-soft-coup-brexit-a7604351.html	IndependentUK
50	1488301860	brexit will make fighting terrorism harder warns eu security commissioner	its likely that there will be some practical limits on what can be achieved compared with today an inquiry by a committee of is told	http://www.independent.co.uk/news/uk/politics/brexit-terrorism-warning-uk-theresa-may-eu-security-commissioner-a7604376.html	IndependentUK
51	1488301444	mays national security adviser sir mark grant resigns after reports	senior official is said to have annoyed prime minister by talking over her in meeting	http://www.independent.co.uk/news/uk/politics/heresa-may-national-security-adviser-resigns-mansplaining-reports-downing-street-fed-up-a7604036.html	IndependentUK
52	1488301119	fines for using mobile phone while driving to double	government hikes penalty points toll to six	http://www.independent.co.uk/news/uk/home-news/mobile-phone-driving-fines-law-explained-penalty-to-double-march-new-law-a7603691.html	IndependentUK
53	1488300840	faces jack monroe lawsuit after allegedly accusing of supporting memorial vandalism	hearing originates from a series of tweets exchanged between the pair after a london war memorial was with the words fuck tory scum during an anti austerity demonstration	http://www.independent.co.uk/news/uk/home-news/katie-hopkins-jack-monroe-lawsuit-second-world-war-a7604296.html	IndependentUK
54	1488300600	most european doctors considering leaving uk due to brexit reveals	exclusive general medical council warns that the departure of so many trained doctors would have a serious impact on patient care	http://www.independent.co.uk/news/uk/politics/european-brexit-doctors-uk-gmc-survey-nhs-hospitals-leaving-considering-eu-latest-a7604121.html	IndependentUK
55	1488299880	tunisia faces prospect of vicious cycle as tourism slumps and extremism rises	since the horrific events of june number there has been just one significant terror attack in tunisia against presidential guards there were none in number yet british tourist visits to the country have dropped number per cent and stayed down	http://www.independent.co.uk/news/world/africa/tunisia-inquest-analysis-sousse-vicious-cycle-extremism-tourism-a7604251.html	IndependentUK
56	1488298657	jewish museum in london evacuated over bomb threat	children from two different schools were some of the number people hurried out of building	http://www.independent.co.uk/news/uk/home-news/jewish-museum-london-evacuated-bomb-threat-camden-met-police-emergency-services-a7604111.html	IndependentUK
57	1488297673	oxford university squatters who turned college building into homeless shelter have been evicted	twenty people have been sleeping at the shelter which has its own kitchen and showering facilities since new years eve	http://www.independent.co.uk/news/uk/home-news/oxford-university-squatters-homeless-shelter-evicted-wadham-college-iffley-open-house-a7604081.html	IndependentUK
58	1488295548	cornwall wanted guarantees it wouldnt lose pound number eu funding after brexit but the government turned it down	the current process forces cornwall to compete for investment with more affluent places such as london birmingham bristol and the south east	http://www.independent.co.uk/news/uk/politics/cornwall-lose-eu-funding-uk-government-replace-brexit-latest-dclg-request-down-julian-german-a7603921.html	IndependentUK
59	1488293460	dont let become a dirty word johnson says	foreign secretary warns against hauling up the drawbridge to free trade	http://www.independent.co.uk/news/uk/politics/boris-johnson-globalisation-brexit-george-osborne-british-chambers-of-commerce-bcc-a7603926.html	IndependentUK
60	1488285540	tunisia terror families to sue travel firm	the family of a briton killed in the tunisian beach attack have said they feel robbed of a future	http://news.sky.com/story/tunisia-beach-attack-victims-family-want-justice-10785094	SkyNewsUK
61	1488276960	tunisia attack who were british victims	gunman killed number britons when he opened fire at a beach resort in tunisia in june number	http://news.sky.com/story/tunisia-beach-attack-who-were-the-british-victims-killed-in-sousse-10784959	SkyNewsUK
62	1488292440	green pays pound number towards pension scheme	sir philip green has paid pound number to settle the pension schemes of collapsed retailer eight months after he pledged to sort the issue	http://news.sky.com/story/philip-green-pays-163363m-towards-bhs-pension-scheme-10785232	SkyNewsUK
63	1488296040	general warns brit is fighters well kill you	a senior british military officer has warned britons fighting for islamic state that we will find you and kill you	http://news.sky.com/story/general-warns-british-islamic-state-fighters-we-will-find-and-kill-you-10785289	SkyNewsUK
64	1488279360	man jailed for life over matalan double murder	a man who murdered his ex girlfriend and her new partner outside the shop where they worked has been jailed for life	http://news.sky.com/story/man-jailed-for-life-over-double-murder-outside-matalan-store-in-cardiff-10784992	SkyNewsUK
65	1488318420	poorer pupils priced out of top secondaries	top rated schools in england are pushing up house prices in local catchment areas making them more socially selective according to a new report	http://news.sky.com/story/poorer-pupils-are-being-priced-out-of-top-secondaries-report-says-10785778	SkyNewsUK
66	1488316920	wednesdays national newspaper front pages	whats in the papers	http://news.sky.com/story/wednesdays-national-newspaper-front-pages-10785719	SkyNewsUK
67	1488300180	footballer cleared of sex with number year old girl	former league one footballer jack has been cleared of sexually taking advantage of a number year old girl	http://news.sky.com/story/former-league-one-footballer-cleared-of-sex-with-14-year-old-girl-10785420	SkyNewsUK
68	1488317580	unwell team sky doctor out of doping inquiry	former team sky doctor richard freeman has pulled out of a long awaited appearance before a parliamentary inquiry into doping in sport	http://news.sky.com/story/ex-team-sky-doctor-too-ill-to-appear-before-mps-doping-inquiry-10785736	SkyNewsUK
69	1488312840	treasury concession over car insurance bill rise	outrage within the insurance industry over a looming increase in personal injury has resulted in the promise of a government consultation and new law if needed	http://news.sky.com/story/treasury-concession-on-insurance-bill-rise-amid-industry-outrage-10785686	SkyNewsUK
70	1488304915	may wants brexit deal that allow to flourish	london prime minister may has been clear that her government wants to secure a brexit deal with the european union that will allow and other to flourish in britain her spokesman said on tuesday	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/qsVHH0N3gCw/uk-britain-eu-nissan-may-idUKKBN1671Z4	ReutersUK
71	1488306758	scottish leader says hard brexit stance raises chance of new independence vote	london the sheer intransigence of the british government over brexit could lead to a second scottish independence referendum the head of the devolved scottish government said on tuesday	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/-t8lE4O9qDY/uk-britain-eu-scotland-idUKKBN1670N7	ReutersUK
72	1488274809	uk consumer morale dips as inflation pinches households	london british consumer morale edged lower in february as rising inflation following last years brexit vote made householders warier about the outlook for their finances surveys showed	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/U2nKknqh1ek/uk-britain-economy-consumersentiment-idUKKBN16628C	ReutersUK
73	1488312611	ex barclays traders put money before honesty uk court hears	two former barclays traders showed scant regard for honesty and integrity when they conspired to rig global interest rates a lawyer for the uk serious fraud office told a london jury trial on tuesday	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/IFZpH6SiyWE/uk-britain-libor-court-idUKKBN1671T4	ReutersUK
74	1488287002	says thousands of london drivers threatened by english language test	london tens of thousands of london private hire drivers could lose their licences due to new english reading and writing requirements taxi app said on tuesday at the start of a court battle to halt the plans	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/OOEv7dXoAoY/uk-uber-britain-idUKKBN1671GR	ReutersUK
75	1488280435	london politicians tell uk government not to use eu workers as bargaining chip	london european union workers are the lifeblood of london with sectors such as health and construction reliant on their labour and so they should be guaranteed the right to stay after brexit politicians from the british capital said on tuesday	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/MYmrVElo2l8/uk-britain-eu-migrants-idUKKBN16703S	ReutersUK
76	1488279497	insurance to meet uk finance minister over discount rate cut trade body	london chief executives of number of biggest motor and commercial liability insurers will meet finance minister philip on tuesday to ask him to stop this weeks crazy discount rate decision an industry trade body said	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/rZU_rSxwokI/uk-insurance-discountrate-idUKKBN16716O	ReutersUK
77	1488288890	bank of hogg gets rough ride from lawmakers	london the bank of newest deputy governor came under criticism from lawmakers on tuesday for sticking too closely to the central banks orthodoxy and faced tough questions about her links to the banking industry	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/sNFr5V3UEwc/uk-britain-boe-hogg-idUKKBN16712C	ReutersUK
78	1488291475	in blow to uk back stricter anti tax dodging law on trusts	brussels eu lawmakers voted on tuesday to let the public see data about the owners of trusts and companies tightening draft anti money laundering legislation that would have given such access to tax authorities but not to journalists and activists	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/z0IqJc-R4Lk/uk-britain-eu-tax-trusts-idUKKBN1671OR	ReutersUK
79	1488302212	austerity measure pm may gives up crisps for lent	london british prime minister may who is not known for her self indulgence has revealed she will be giving up crisps in the run up to easter a period called lent when many christians fast or give up luxuries	http://feeds.reuters.com/~r/reuters/UKDomesticNews/~3/rF8p_RhG7CE/uk-britain-politics-lent-idUKKBN16724J	ReutersUK
80	1488302637	number animals die at british zoo that left a monkey to rot behind a radiator	south lakes safari zoo in north west england has been found responsible for the deaths of number animals in its care some of which perished from avoidable causes including emaciation and hypothermia read full article at	https://www.rt.com/uk/378934-animals-die-zoo-england/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
81	1488299360	student turns dead animals into pencil cases pictures	a butcher turned design student is making a killing by transforming dead animals into stationery and selling them online read full article at	https://www.rt.com/uk/378926-animal-taxidermy-pencil-case/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
82	1488298555	surveillance state council staff across uk monitoring public with body cameras	officials in the majority of councils across britain are playing the role of big brother and wearing body cameras to record and prevent minor offences such as littering or bad parking read full article at	https://www.rt.com/uk/378923-surveillance-body-cameras-councils/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
83	1488296737	families of tunisia terrorism victims devastated after tour operator cleared of neglect	the coroner at the inquest into the deaths of number british tourists at the hands of an islamic extremist in tunisia in number has cleared holiday firm tui of neglect read full article at	https://www.rt.com/uk/378917-terrorism-beach-tunisia-inquiry/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
84	1488296611	next generation uk warships have missile launchers but no missiles	advanced pound number billion number billion type number warships are equipped with missile launchers but lack the missiles for them it is claimed read full article at	https://www.rt.com/uk/378916-battleships-missiles-military-budget/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
85	1488291857	johnson hits out at brexit moaning droning after blair major doom mongering	uk foreign secretary johnson has hit out at those projecting brexit doom and gloom in a speech seen as a rebuke of former prime minister sir john major read full article at	https://www.rt.com/uk/378905-boris-brexit-major-blair/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
86	1488291377	more govt cuts ordered despite uk public services being at tipping point	government departments have been ordered to find extra spending cuts from their day to day budget in order to save pound number by number read full article at	https://www.rt.com/uk/378904-hammond-nhs-austerity-mcdonnell/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
87	1488291310	pro palestinian students cry censorship over israel apartheid week	pro palestinian student activists claim freedom of speech at universities is under threat after they were banned from championing palestinian human rights on campus read full article at	https://www.rt.com/uk/378903-palestine-censorship-university-israel/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
88	1488284965	not all should be jailed police chief	who view indecent images but do not molest children should not be jailed a leading child protection police officer has said read full article at	https://www.rt.com/uk/378882-pedophile-jail-police-bailey/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
89	1488283370	royal air force women banned from wearing skirts on parade to attract recruits	female members of the royal air force have been banned from wearing skirts on parade in order to make the service more inclusive for recruits read full article at	https://www.rt.com/uk/378879-military-women-skirts-transgender/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
90	1488280080	nigel farage wants only mp kicked out of party for sabotaging his knighthood	ex ukip leader nigel farage has called for the only mp to be sacked over claims he is trying to divide the kippers in every imaginable way read full article at	https://www.rt.com/uk/378874-farage-ukip-carswell-banks/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
91	1488279246	unmanned warfare is coming says uk defense secretary	unmanned warfare across land sea and air will soon be the norm and the uk is intensively researching cutting edge drone technology defense secretary michael said at an event at the university of oxfords department of engineering science read full article at	https://www.rt.com/uk/378872-drone-warfare-oxford-fallon/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
92	1488278876	national security adviser forced out for to pm may	mays main national security aide sir mark grant was allegedly pushed into retirement after his habit of talking over the prime minister during meetings became too much for her to take read full article at	https://www.rt.com/uk/378871-mansplaining-national-security-may/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
93	1488275324	mass drunken brawl on british train sparked by bagel video	police were called to break up a fight on a train after rowdy passengers kept placing bagels on other travelers heads read full article at	https://www.rt.com/uk/378856-bagel-train-brawl-drunk/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
94	1488217500	in fear for their life government spending thousands to protect worried judges	tens of thousands of pounds are being spent by the ministry of justice to step up security measures for judges worried about their safety read full article at	https://www.rt.com/uk/378792-thousands-judges-safety-justice/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
95	1488216060	cash strapped royal navy cancels annual air show to focus on counter terror ops	royal navy is so strapped for cash that it has been forced to cancel its annual air show so that its helicopters can be used to protect the nations shipping fleet read full article at	https://www.rt.com/uk/378791-royal-navy-show-cancelled/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
96	1488210780	tory government cutting school funding for first time in decades ifs report	the uk government will cut school funding for the first time in two decades a new analysis by the institute for fiscal studies ifs claims read full article at	https://www.rt.com/uk/378783-government-school-funding-education/?utm_source=rss&utm_medium=rss&utm_campaign=RSS	RTUK
